LandProvince;SeaZone;x;y;
212;5380;10543;2671;
223;5225;8698;1856;
225;5571;9000;681;
226;5521;9201;724;
227;0;4301;2847;
229;5604;2466;1128;
232;5533;13902;1610;
239;4953;12769;3173;
246;4997;10179;4460;
258;4912;3028;2039;
260;5372;7987;907;
261;5153;12599;2578;
263;5121;7531;2878;
265;5394;8582;3153;
267;5143;5805;3439;
271;5447;5851;467;
272;4953;12589;3133;
275;5394;8496;3163;
276;5541;12730;3371;
277;5640;14986;3803;
282;5058;4539;3013;
285;5540;11599;2791;
287;5206;13556;4965;
288;5258;12914;3598;
289;5174;5534;4944;
290;5423;3547;2553;
294;5073;15057;4439;
295;5022;14076;2089;
296;5035;4440;2994;
297;5103;7772;1407;
301;5153;12647;2708;
302;4902;9931;1263;
303;5341;11844;2787;
306;5090;4471;2340;
315;5005;8794;1287;
318;5225;8652;1810;
319;5518;10755;2199;
320;5607;13737;2238;
321;5558;9292;1914;
324;4884;4829;1496;
327;5433;9434;1519;
328;5323;4982;4508;
330;5405;4558;3499;
336;5230;11509;2357;
337;5408;7906;1387;
344;4930;9868;4185;
346;5160;5857;4738;
347;5369;13325;2372;
351;5062;13005;2520;
353;4892;12317;2300;
354;5478;8816;3918;
357;5174;5755;4919;
358;5567;12843;3314;
359;5029;12883;2860;
361;4956;13793;2744;
363;5336;9251;1643;
374;5516;4603;1836;
375;5021;8731;745;
376;5181;3749;2247;
378;4982;10614;1695;
382;5454;10777;2137;
387;5087;4678;1673;
399;5554;8892;4620;
400;5519;4939;4747;
404;4906;6127;3447;
407;5477;11379;2344;
408;5445;9079;1988;
421;5344;10075;2528;
423;5515;15987;5294;
426;4941;3907;2635;
428;5263;3797;2659;
430;5160;5808;4849;
432;5420;8407;1397;
433;5557;4651;3252;
434;5627;9231;1644;
436;5296;8569;1526;
438;5025;4802;4087;
443;5313;14735;4026;
452;5118;5678;3101;
456;5178;9636;1222;
459;5322;8128;1059;
462;5251;13001;3451;
463;5493;4395;2021;
469;5239;9648;1708;
470;5434;9236;378;
475;5348;13362;3193;
480;4894;5978;4628;
481;4892;12179;2386;
484;4987;8147;1295;
486;4987;8166;1322;
487;5453;4136;2761;
488;5157;7896;3152;
489;5247;3159;2101;
491;5477;11388;2339;
495;5201;6281;4397;
501;5598;4174;2528;
504;5540;11560;2688;
507;5123;8147;3134;
509;5006;9466;1464;
510;5267;7562;2069;
511;5490;13721;1510;
514;5561;8296;1704;
515;5235;7439;2639;
516;5152;4722;1389;
518;5395;8810;1675;
519;5477;11372;2264;
521;5112;7778;976;
523;5036;5534;5123;
525;5108;15352;3747;
527;4884;4914;1490;
528;5548;4548;1451;
529;5557;4670;3141;
530;5064;8935;1629;
532;5372;8063;904;
533;5029;12975;2919;
535;5267;7716;2047;
537;5338;13011;2917;
538;5393;5412;2740;
542;5202;9618;1935;
545;5071;5118;5483;
546;5452;9309;638;
547;5477;11305;2287;
551;5094;8633;1517;
552;4911;14147;1430;
554;5273;8162;1745;
556;5138;6112;606;
558;5253;15181;4662;
559;5068;9998;3555;
560;5451;13282;3679;
562;5281;4649;3856;
564;5180;8021;1196;
565;5095;11826;2866;
568;5162;13482;3451;
570;5405;4507;3617;
571;5006;9541;1314;
572;5271;15100;4868;
573;5598;4178;2655;
579;5416;4891;2834;
583;5006;9491;1487;
584;5578;13637;1751;
587;5614;9223;750;
593;5116;4053;764;
596;4906;6172;3491;
597;5453;4214;2761;
599;5551;8725;1450;
600;5355;13475;3763;
601;4892;12218;2375;
602;5329;4876;2483;
603;5117;12491;2598;
604;4982;10620;1305;
605;5290;4962;1166;
607;5245;3812;2494;
609;4902;9746;1279;
612;5048;11910;3021;
616;4981;13190;3685;
617;5287;4873;5032;
627;5201;6127;4446;
629;5376;14315;1749;
630;5276;7951;790;
631;5576;9820;2131;
633;5086;5658;1122;
642;5548;4415;1485;
645;5219;4686;1773;
649;5496;9820;1720;
651;5147;3744;2124;
654;5245;3891;2545;
655;5341;11889;2630;
659;5192;4076;1999;
665;5640;15066;3499;
671;5167;4229;1287;
672;5168;5039;2846;
681;5344;9974;2615;
683;5464;8671;3516;
686;5260;6490;5836;
687;5046;5456;5734;
688;5071;5275;5301;
694;5560;9771;1916;
695;5635;8160;889;
696;5516;4584;1853;
703;5148;8810;1640;
705;5143;5913;3313;
708;5446;9799;1472;
710;5222;15886;4232;
711;5597;4853;2418;
713;5519;4947;4672;
714;4984;9592;4748;
719;5597;4991;2476;
720;5100;14528;1197;
725;5504;8914;1479;
726;5167;4303;1328;
732;4965;4750;2930;
735;5351;4439;1436;
736;5547;7518;378;
738;5390;4082;1249;
744;5143;6020;3403;
749;5008;13574;3157;
753;5322;8153;1123;
755;4982;10653;1694;
756;5109;4331;2645;
757;5538;8339;3079;
760;5233;9354;1510;
767;5107;8023;821;
772;5578;13717;1906;
773;4898;9156;840;
774;5181;3751;2392;
775;5491;5391;2629;
776;5241;4540;2132;
779;5188;13856;3095;
780;5056;8804;4324;
784;5390;4339;1217;
791;5157;8012;3129;
792;5167;4196;1338;
802;5528;14476;4925;
804;4958;13036;3688;
805;5233;9227;1602;
809;4987;8140;1267;
810;5612;4619;2408;
815;5143;5890;3420;
817;5062;13069;2601;
818;5594;4377;2831;
822;5338;13111;2874;
824;4997;10170;4356;
825;4903;9466;1729;
826;4903;9431;1642;
831;5512;4899;5264;
833;5249;12679;2804;
834;5387;9035;499;
841;5548;4601;1424;
844;5372;8031;944;
848;5446;9900;1503;
849;4940;4998;1379;
850;4912;3045;1950;
851;5493;4440;2108;
852;5118;5526;3057;
863;5342;10209;4137;
864;5541;12803;3495;
867;5558;9255;1905;
872;5009;14135;1877;
873;5372;7910;944;
875;5565;7877;1825;
881;5135;5268;2873;
882;5394;8630;3344;
883;5372;8052;922;
884;5503;3383;2369;
886;5627;9122;1583;
888;5308;13109;3194;
892;5372;8004;963;
895;5372;7930;902;
899;5090;4444;2338;
900;5139;7860;762;
906;5006;9595;1501;
911;4936;14563;3737;
915;5192;4145;1988;
916;5442;10582;2116;
917;5024;12741;2766;
918;5174;5533;4895;
921;5606;12707;3021;
922;5577;13964;3543;
924;5490;13737;1551;
929;5147;3862;2046;
931;5364;13648;1914;
932;5177;13994;1565;
935;5415;8413;1013;
938;4972;6421;4088;
940;5490;13622;1566;
942;5070;8159;926;
946;5538;8438;3114;
953;5466;10011;3834;
954;5035;4306;2922;
957;4927;16128;5144;
958;5565;7969;1711;
961;5251;13201;3437;
962;5639;4639;2543;
964;5143;5872;3235;
970;5133;10501;2243;
971;4892;12265;2369;
973;5394;8639;3217;
974;5364;13671;1989;
975;5352;14080;1682;
978;4982;10416;1624;
979;5423;3469;2520;
982;5504;8852;1449;
983;5529;9964;1503;
987;5513;12688;3293;
994;5623;14689;5125;
998;5342;10030;4083;
1001;4887;13628;2188;
1002;4982;10420;1595;
1004;5433;9465;1505;
1006;5239;9687;1730;
1012;5279;13942;2995;
1013;5147;3966;2021;
1015;4979;10116;2576;
1016;5480;4742;2463;
1021;5107;8023;820;
1027;5285;4528;1340;
1035;5522;9026;4849;
1038;5533;13964;1674;
1039;5548;4408;1449;
1040;5341;11835;2682;
1041;5024;12835;2799;
1046;4900;8940;276;
1053;5631;8827;1504;
1054;5567;12905;3410;
1055;5341;11972;2574;
1056;5442;10427;1983;
1060;5107;8109;838;
1062;5496;9828;1799;
1065;5597;4901;2472;
1067;5513;12630;3329;
1072;5368;6385;4207;
1073;5580;13615;2897;
1074;5332;11170;2216;
1081;5357;8630;852;
1082;5239;9515;1703;
1085;5585;5412;829;
1086;5077;6899;1615;
1090;5150;9605;636;
1092;5243;8659;1697;
1093;5208;8970;1586;
1094;4950;5334;1334;
1100;4982;10442;1556;
1103;5578;13636;1903;
1120;5053;12412;2800;
1121;5024;12709;2939;
1122;5112;7755;941;
1126;5415;8380;1018;
1134;5637;4531;2326;
1135;5225;8667;1801;
1137;5233;9386;1589;
1142;5263;3713;2631;
1145;5178;9706;1316;
1151;5135;5381;2821;
1156;5329;4899;2521;
1157;5056;8729;4125;
1159;5160;5891;4748;
1165;5173;8004;1019;
1170;5549;8952;712;
1175;4902;9725;1268;
1176;4963;2540;1464;
1177;5006;9556;1499;
1181;4892;12380;2382;
1189;5613;5005;2533;
1192;5484;15232;1129;
1193;5524;10268;3271;
1198;5415;8338;1034;
1200;5614;9292;771;
1203;5482;8015;1082;
1204;5057;14735;1364;
1213;5550;8807;906;
1214;5357;8713;830;
1216;5233;9264;1540;
1218;5254;4707;2406;
1220;5322;8256;1091;
1229;5087;4682;1625;
1233;5034;2641;1637;
1236;4984;9616;4710;
1247;5213;5152;1186;
1249;5248;10191;2882;
1251;5068;9959;3658;
1254;4889;4681;731;
1255;5576;9688;2068;
1256;5485;13115;2389;
1257;5529;10086;1448;
1262;4937;9698;4527;
1264;5402;2582;1180;
1266;5287;4845;5119;
1267;5285;4558;1326;
1270;4978;9389;4908;
1272;5331;5139;1317;
1273;5141;2845;1854;
1275;5496;9715;1727;
1276;5439;9030;1439;
1282;5529;10036;1502;
1287;5115;14583;1408;
1288;5412;9886;2224;
1289;5029;12837;3086;
1292;5006;9502;1336;
1293;5627;9208;1627;
1294;5336;9326;1654;
1295;5041;8034;1701;
1298;5381;13131;2660;
1306;5442;10395;2009;
1308;5627;9204;1632;
1311;5560;9642;1951;
1312;5336;9219;1697;
1313;4937;9689;4585;
1320;5593;12077;2468;
1322;5614;9302;756;
1327;5522;9031;4905;
1328;5395;8858;1697;
1330;4984;9448;4882;
1332;5235;7429;2780;
1339;5386;2482;1075;
1341;5499;8785;1875;
1345;5549;8941;769;
1346;5550;8867;815;
1348;5284;3357;2322;
1349;5006;9493;1389;
1351;4982;10646;1596;
1352;5617;8595;885;
1353;5613;4956;2541;
1357;5614;9299;714;
1360;5180;8099;1217;
1363;5380;10444;2702;
1374;5452;9285;672;
1377;4982;10392;1461;
1379;5496;9838;1698;
1381;5567;12821;3285;
1383;5286;13815;4165;
1385;4937;9744;4508;
1386;5439;9078;1466;
1387;4887;13684;2110;
1391;5248;10245;2781;
1392;5005;8753;1298;
1393;5637;4502;2321;
1399;5254;4643;2364;
1400;4896;13936;3756;
1403;5233;9247;1605;
1414;4980;15867;5492;
1417;5521;9165;776;
1425;5041;8113;1770;
1427;5168;4927;2956;
1430;5144;15389;3059;
1432;5138;5935;537;
1434;5232;13749;3576;
1437;5627;9128;1638;
1439;5627;9185;1696;
1441;5383;9776;433;
1443;5248;10395;2734;
1455;5554;8866;4507;
1457;5178;9723;1349;
1458;5383;10201;370;
1461;4956;13724;2653;
1463;4982;10588;1424;
1469;5167;4204;1464;
1470;5629;8791;1632;
1482;5107;8103;761;
1483;5233;9257;1618;
1487;5534;13952;1859;
1489;5558;9354;1936;
1490;4965;4745;2942;
1492;4890;7436;2077;
1498;5390;4003;1241;
1509;5233;9311;1523;
1510;5041;8032;1768;
1513;5041;8077;1695;
1514;5482;8080;1067;
1522;5178;9540;1291;
1523;4949;10708;2577;
1527;5554;8940;4673;
1529;5273;8182;1741;
1533;5092;4762;1594;
1535;5433;9446;1506;
1539;5248;10343;2752;
1541;5393;5410;2705;
1545;5551;8670;1408;
1548;5452;9527;640;
1560;5504;8831;1431;
1562;5230;11510;2425;
1564;5154;14309;1839;
1569;5455;8129;1371;
1582;5005;8811;1315;
1587;4927;16089;4996;
1591;5420;8370;1390;
1592;5629;8768;1636;
1593;4920;7368;381;
1599;5112;7790;973;
1603;5433;9487;1503;
1604;5614;9228;720;
1605;5550;8869;867;
1612;5434;9201;493;
1614;5111;4258;1983;
1617;5202;9536;1962;
1619;4930;9800;4455;
1623;5233;9386;1524;
1632;5455;8102;1398;
1641;5402;2559;1120;
1643;5178;9720;1329;
1647;4987;8143;1336;
1648;5585;5388;804;
1654;5094;8587;1456;
1657;5549;8949;747;
1658;5514;8525;730;
1668;5429;7418;1885;
1670;5372;7925;903;
1671;5455;8026;1391;
1674;5585;5555;902;
1676;5549;8965;703;
1677;5290;4983;1230;
1681;5570;8583;495;
1682;5482;8112;1124;
1683;5637;4557;2332;
1691;4911;14098;1471;
1692;5372;8066;945;
1701;5070;8248;1004;
1703;5504;8916;1383;
1707;5439;8970;1503;
1711;4898;9065;896;
1712;4968;7807;1857;
1714;4908;8036;720;
1716;5554;8882;4580;
1721;5616;7110;2687;
1722;5180;7989;1170;
1730;5504;8898;1371;
1732;5372;7984;825;
1744;5627;9149;1600;
1754;4937;9670;4658;
1758;5208;8948;1604;
1765;5415;8366;1034;
1769;4930;9770;4269;
1770;5597;4927;2474;
1773;5009;14143;1951;
1776;5570;8686;483;
1778;5179;7930;4099;
1782;5233;9227;1604;
1785;5590;9765;1334;
1787;5056;8851;4415;
1788;5551;8664;1395;
1794;5529;10060;1417;
1795;5554;8868;4546;
1796;5005;8747;1330;
1803;5565;7885;1816;
1805;5329;4867;2517;
1808;5496;9825;1758;
1809;5357;8631;876;
1817;5613;4974;2533;
1819;5056;8726;4181;
1822;4937;9680;4546;
1824;4949;10571;2631;
1829;5032;7418;2391;
1831;5420;8427;1391;
1837;5548;4471;1481;
1840;5395;8788;1664;
1841;5267;7750;2004;
1843;5357;8786;837;
1846;5233;9339;1555;
1851;5357;8658;817;
1855;5353;8569;1363;
1856;5561;8448;1696;
1861;5305;9355;166;
1870;5542;14357;3922;
1871;4903;9424;1753;
1875;5504;8900;1463;
1877;5455;8120;1393;
1880;5627;9174;1683;
1883;5225;8693;1773;
1886;4967;8512;1389;
1887;5597;4917;2376;
1888;5576;9774;2068;
1889;5057;14677;1246;
1895;5496;9736;1772;
1902;5090;4413;2347;
1915;5180;8105;1218;
1916;5006;9495;1356;
1917;5612;4693;2465;
1918;5617;8599;892;
1919;5565;7907;1778;
1924;5372;8046;945;
1925;5305;9185;190;
1929;5248;10219;2789;
1939;4987;8166;1324;
1940;5322;8210;1120;
1943;5233;9415;1592;
1946;5090;4484;2361;
1949;5092;4755;1565;
1953;0;8927;675;
1955;5173;8076;1020;
1958;5482;8070;1162;
1959;4966;14274;3525;
1963;5614;9275;696;
1966;5343;8445;590;
1968;5150;9580;611;
1972;5173;7810;1009;
1974;5631;8820;1495;
1976;5056;8840;4375;
1981;5455;8065;1394;
1982;5131;13899;4060;
1985;5208;8970;1528;
1987;5550;8824;917;
1991;5233;9301;1508;
1994;5480;4694;2552;
1997;5254;4675;2393;
2000;4937;9679;4622;
2002;5613;4901;2543;
2012;5070;8211;967;
2014;5336;9276;1649;
2016;5148;8825;1640;
2022;5504;8917;1485;
2023;5225;8672;1716;
2035;5070;8230;960;
2036;5101;8547;1693;
2037;5167;4268;1419;
2041;5180;8081;1212;
2046;5208;9032;1547;
2048;5005;8887;1353;
2051;5420;8330;1425;
2052;5225;8667;1725;
2056;5148;8881;1543;
2058;4939;4456;1297;
2067;5322;8258;1089;
2085;5173;7847;1000;
2086;4925;9189;617;
2089;5404;7822;1683;
2090;5597;4960;2464;
2091;5590;9784;1331;
2093;5233;9301;1634;
2095;4898;9118;883;
2098;4982;10396;1283;
2104;5490;13562;1633;
2106;5571;9034;662;
2109;5005;8876;1368;
2111;5496;9829;1796;
2119;5422;9178;1871;
2123;5248;10265;2767;
2124;4903;9432;1695;
2135;5446;9882;1498;
2142;5446;9783;1455;
2156;5372;8053;871;
2165;5289;4351;2363;
2166;5637;4621;2357;
2168;5259;8579;796;
2173;5590;9750;1346;
2181;4902;9913;1289;
2182;5178;9726;1281;
2185;5006;9466;1404;
2196;5150;9625;643;
2202;4926;14783;2753;
2204;5553;14095;4008;
2207;5383;9923;457;
2209;5357;8679;898;
2216;5434;9296;377;
2220;5627;9179;1692;
2221;5452;9438;618;
2226;5357;8765;894;
2241;5208;9092;1568;
2243;5107;8043;806;
2246;4903;9410;1657;
2254;5551;8665;1420;
2258;5006;9474;1479;
2261;4944;7878;549;
2264;4908;8050;689;
2265;5322;8206;1059;
2268;5617;8628;932;
2272;5561;8273;1706;
2274;4982;10432;1503;
2276;5202;9544;1957;
2279;5202;9589;1940;
2282;5434;9324;417;
2287;5059;8450;965;
2291;5202;9567;1962;
2295;5005;8815;1399;
2299;5021;8674;655;
2301;5239;9588;1693;
2303;5504;8987;1416;
2304;5415;8364;1031;
2309;5590;9849;1311;
2313;5233;9231;1586;
2314;5233;9240;1581;
2315;5059;8421;975;
2318;5504;8840;1440;
2319;5070;8193;963;
2323;5617;8601;909;
2333;5433;9508;1533;
2334;5455;8047;1396;
2335;5182;5520;1045;
2339;5372;7902;918;
2345;5529;10081;1436;
2346;4984;9531;4814;
2348;4996;9909;5508;
2350;5482;8014;1156;
2354;5627;9194;1686;
2355;5237;14496;933;
2360;5452;9496;607;
2365;5273;8218;1522;
2369;5611;14311;1406;
2373;5529;10093;1463;
2374;5353;8578;1354;
2379;5336;9241;1666;
2380;5225;8664;1838;
2387;5561;8232;1714;
2390;4930;9796;4354;
2391;5482;8121;1157;
2392;5178;9685;1271;
2393;4979;10136;2654;
2398;5635;8124;863;
2404;5439;9062;1458;
2405;5101;8580;1559;
2407;5240;8469;687;
2410;5276;7888;858;
2412;5565;7886;1683;
2413;5208;9018;1558;
2423;5178;9689;1307;
2424;5006;9578;1497;
2430;5482;8036;1067;
2432;4935;5728;1194;
2435;4979;10187;2794;
2437;5432;5051;2533;
2442;5571;8974;582;
2445;5576;9679;2018;
2449;5146;6186;643;
2453;5059;8525;943;
2455;5561;8344;1697;
2457;5273;8193;1739;
2458;4967;8528;1381;
2460;5550;8788;900;
2461;5148;8910;1562;
2462;5202;9477;1955;
2466;5616;7151;2634;
2467;5468;14377;4009;
2468;5560;9675;1957;
2471;5233;9220;1537;
2473;5383;9847;458;
2481;5021;8579;718;
2482;5446;9841;1488;
2483;5404;7792;1658;
2492;5120;7168;390;
2494;5357;8725;905;
2496;5452;9484;654;
2499;5148;8927;1607;
2504;5353;8550;1376;
2505;5273;8192;1552;
2509;5357;8760;782;
2511;5208;8944;1566;
2515;4984;9637;4690;
2517;5558;9317;1774;
2528;4893;7033;1655;
2532;4908;8028;747;
2535;5446;9827;1471;
2540;0;9754;557;
2542;5590;9799;1323;
2552;5182;5559;1117;
2559;5491;5376;2591;
2562;5273;8258;1601;
2563;4902;9962;1235;
2564;5631;8746;1467;
2574;5322;8171;1058;
2576;5617;8578;940;
2581;5631;8781;1489;
2582;5273;8208;1535;
2583;5560;9723;1954;
2584;5408;7825;1383;
2585;5585;5472;873;
2589;5112;7800;901;
2590;5005;8870;1325;
2591;4982;10395;1464;
2593;4949;10781;2515;
2594;5522;8991;4775;
2596;5627;9133;1593;
2603;5357;8749;899;
2605;5433;9548;1517;
2607;5139;7957;735;
2608;5101;8575;1691;
2610;5439;9051;1448;
2624;5178;9596;1252;
2628;5238;5339;1082;
2632;5353;8539;1378;
2636;5006;9635;1485;
2639;5150;9605;642;
2647;5273;8179;1619;
2651;5455;7932;1388;
2653;4982;10423;1654;
2654;5399;9046;755;
2656;4898;9149;797;
2660;5455;8001;1395;
2661;4902;9944;1223;
2667;4949;10843;2433;
2668;5478;8738;4079;
2669;4952;7816;141;
2677;5103;7791;1429;
2678;4949;10741;2556;
2679;5005;8857;1314;
2685;4898;9087;896;
2686;5439;9043;1440;
2694;5631;8759;1477;
2695;5267;7744;1943;
2696;5372;7918;960;
2697;5101;8628;1673;
2701;5322;8219;1102;
2702;5420;8342;1402;
2706;5357;8635;837;
2717;5408;7854;1382;
2723;4902;9915;1227;
2742;5329;4782;2462;
2745;5560;9652;1949;
2747;5299;11360;5631;
2749;5627;9234;1632;
2752;5576;9769;2059;
2754;4982;10327;1333;
2755;5529;10078;1484;
2763;5070;8162;927;
2765;5549;8931;794;
2769;5233;9400;1521;
2775;5404;7789;1619;
2781;5529;10019;1399;
2785;5180;8100;1229;
2787;5090;4518;2367;
2789;5542;14270;3909;
2792;5433;9475;1501;
2793;5336;9229;1669;
2795;5357;8693;912;
2802;5208;9007;1543;
2806;5076;7749;1011;
2807;5357;8659;892;
2809;5148;8917;1575;
2811;5614;9261;776;
2818;5242;5546;1200;
2820;5070;8258;964;
2824;5576;9744;2168;
2825;5233;9373;1624;
2826;4987;8138;1316;
2827;4978;9237;4922;
2828;4987;8134;1352;
2831;4949;10819;2484;
2832;5353;8614;1427;
2835;5178;9727;1280;
2838;5415;8390;1016;
2841;5576;9670;2010;
2846;5239;9568;1720;
2852;4902;9774;1270;
2854;5178;9708;1272;
2855;5233;9418;1571;
2857;4967;8497;1397;
2863;5433;9418;1525;
2866;5005;8751;1305;
2868;5070;8266;994;
2872;5560;9665;1966;
2879;4959;9706;1791;
2880;5148;8867;1522;
2886;5005;8868;1335;
2887;5173;8067;1026;
2890;5372;7953;848;
2892;5631;8805;1494;
2893;5387;9009;511;
2895;5504;8977;1413;
2899;4902;9882;1236;
2900;5202;9592;1941;
2905;5576;9675;2035;
2910;5627;9127;1610;
2912;5107;8102;833;
2922;5415;8386;1034;
2923;5353;8618;1356;
2924;5614;9250;772;
2930;5021;8622;692;
2936;5549;8952;791;
2945;5529;10041;1410;
2949;5482;8039;1148;
2951;5248;10296;2761;
2952;5560;9628;1940;
2953;5005;8751;1318;
2956;5273;8184;1595;
2965;5357;8624;873;
2966;5521;9187;749;
2967;5617;8632;931;
2969;5565;7917;1755;
2974;5439;9079;1492;
2981;5590;9942;1353;
2988;5273;8119;1669;
2989;5561;8407;1692;
2994;5208;9100;1554;
2997;5415;8409;1016;
2998;5550;8901;904;
3006;5496;9832;1692;
3009;5565;7847;1680;
3013;5433;9418;1532;
3014;5101;8581;1595;
3019;5343;8464;637;
3022;5452;9362;658;
3025;5259;8615;797;
3031;4987;8143;1276;
3034;5336;9340;1688;
3042;5173;7888;995;
3043;5353;8658;1382;
3044;5590;9824;1323;
3049;5112;7776;905;
3056;5336;9346;1686;
3068;4902;9887;1311;
3069;5627;9168;1659;
3071;5612;4676;2431;
3073;5336;9270;1755;
3074;5420;8388;1392;
3075;5542;14205;3928;
3077;4982;10379;1289;
3081;5178;9560;1287;
3083;5070;8182;913;
3084;5103;7795;1448;
3086;5101;8518;1691;
3087;5496;9785;1700;
3094;4931;8315;1476;
3095;4931;8334;1451;
3099;5395;8848;1736;
3100;5433;9527;1514;
3105;5399;8997;877;
3106;5208;8945;1611;
3110;4902;9777;1291;
3111;5420;8334;1408;
3112;5560;9777;1900;
3121;5239;9529;1723;
3132;4900;8786;359;
3135;4902;9819;1250;
3138;5202;9568;1964;
3139;5353;8651;1368;
3141;5550;8848;927;
3144;5202;9393;1936;
3145;5059;8434;990;
3148;4902;9759;1282;
3153;5322;8133;1069;
3156;5090;4417;2387;
3160;5233;9223;1527;
3165;4982;10428;1261;
3170;5112;7772;975;
3176;5113;7292;480;
3177;5005;8844;1332;
3179;5103;7798;1400;
3188;5180;8041;1200;
3191;5004;7962;1087;
3192;5005;8796;1382;
3194;5178;9620;1249;
3197;5433;9516;1530;
3202;4898;9121;870;
3203;5570;8491;529;
3204;5372;8031;893;
3205;4982;10438;1573;
3209;5322;8239;1099;
3210;5571;8979;608;
3214;5452;9423;665;
3219;5059;8500;938;
3220;5005;8840;1312;
3221;5550;8824;848;
3226;5554;8849;4461;
3227;5233;9324;1509;
3232;5276;7913;830;
3245;5276;7913;802;
3251;5452;9362;629;
3259;5173;8032;1039;
3265;5565;7875;1678;
3266;5558;9224;1880;
3275;5372;7999;993;
3282;5202;9565;1965;
3285;5273;8177;1577;
3296;4982;10317;1347;
3300;4987;8137;1263;
3303;5542;14140;3888;
3304;4978;9170;4935;
3320;4931;8277;1494;
3329;5357;8656;840;
3331;5550;8840;827;
3340;5254;4650;2282;
3345;5239;9663;1723;
3349;4898;9103;887;
3352;5138;6010;589;
3353;5561;8217;1719;
3354;5496;9824;1738;
3355;5173;8057;1025;
3356;4902;9971;1219;
3364;4898;9037;890;
3366;5328;9376;1777;
3372;5209;14317;3032;
3373;5041;8133;1761;
3377;5627;9178;1672;
3387;4935;5629;1203;
3389;4898;9147;872;
3393;5178;9645;1238;
3394;5139;7939;759;
3395;5225;8649;1814;
3398;5336;9234;1723;
3399;5446;9688;1465;
3402;5006;9462;1422;
3406;5553;14015;4033;
3412;5357;8775;811;
3414;4982;10376;1440;
3416;5112;7814;891;
3423;5005;8865;1318;
3424;5233;9396;1625;
3428;5433;9549;1516;
3444;5243;8694;1695;
3447;5336;9302;1698;
3448;5387;9102;475;
3450;5006;9456;1449;
3453;5393;5404;2770;
3454;5357;8664;810;
3455;5617;8586;866;
3460;5433;9397;1538;
3461;5504;9010;1428;
3463;5005;8820;1409;
3467;5565;7991;1770;
3468;5027;8131;623;
3469;5445;9098;1974;
3471;4979;10159;2740;
3473;5112;7747;992;
3481;5529;10070;1489;
3486;4949;10606;2616;
3488;4982;10446;1542;
3489;4898;9150;821;
3490;5357;8642;893;
3494;5558;9345;1779;
3496;4979;10136;2612;
3497;5627;9135;1655;
3499;5243;8656;1687;
3500;5150;9674;631;
3502;4902;9786;1305;
3508;5132;5023;2502;
3510;5107;8083;787;
3511;5005;8750;1348;
3514;5570;8728;422;
3516;4900;8855;312;
3518;5276;7832;859;
3521;5581;7792;1526;
3526;5178;9719;1319;
3533;4967;8469;1410;
3535;5180;8067;1203;
3538;5233;9398;1572;
3539;5103;7789;1474;
3542;5372;7952;819;
3543;5148;8904;1551;
3544;5178;9664;1273;
3546;5173;7819;1010;
3551;5148;8881;1633;
3557;5372;7980;824;
3561;5496;9758;1703;
3572;5617;8581;935;
3577;5105;9503;180;
3578;5439;8952;1498;
3583;5560;9691;1956;
3586;5005;8846;1308;
3590;5565;7969;1763;
3591;5635;8141;884;
3597;5101;8611;1587;
3600;5178;9581;1271;
3601;5148;8898;1548;
3612;5173;7909;979;
3616;5635;8136;881;
3619;5357;8743;858;
3620;5101;8492;1687;
3624;5233;9423;1602;
3626;5148;8872;1528;
