LandProvince;SeaZone;x;y;
330;9215;9931;4884;
334;9403;4471;3805;
335;9741;4551;2800;
336;9276;2540;4678;
341;9650;5042;262;
346;9318;8794;4858;
350;9538;8652;4337;
352;9831;10755;3945;
353;9920;13736;3906;
356;9871;9292;4229;
363;9746;9434;4625;
366;9718;4560;2645;
374;9721;7906;4755;
386;9682;13325;3775;
390;9278;4664;3168;
392;9466;12601;3568;
398;9316;7823;2982;
403;9487;5753;1226;
404;9880;12845;2830;
405;9342;12884;3284;
407;9269;13793;3399;
409;9649;9251;4502;
412;9468;4129;3743;
422;9829;4603;4309;
423;9334;8734;5403;
426;9295;10614;4448;
449;9867;8892;1526;
450;9832;4939;1396;
458;9790;11379;3798;
459;9758;9079;4154;
461;9487;5539;1194;
469;9832;4932;1351;
476;9657;10077;3621;
480;9828;15989;850;
483;9254;3907;3512;
485;9576;3797;3487;
487;9653;10473;2117;
492;9733;8407;4749;
493;9870;4651;2891;
494;9940;9231;4499;
498;9609;8570;4618;
501;9543;11497;3770;
506;9489;13680;3791;
520;9431;5678;3041;
529;9635;8128;5086;
532;9564;13001;2691;
541;9498;12897;2926;
544;9552;9648;4438;
545;9747;9236;5769;
551;9661;13362;2948;
557;9205;12179;3760;
560;9300;8147;4850;
562;9300;8167;4824;
563;9766;4136;3385;
569;9790;11388;3805;
572;9600;4928;1263;
581;9911;4174;3619;
589;9436;8147;3012;
592;9319;9466;4681;
593;9580;7561;4075;
595;9917;2369;5071;
600;9874;8296;4439;
604;9677;13734;4108;
607;9708;8810;4470;
610;9425;7778;5167;
611;9284;7572;3220;
615;9421;15351;2399;
617;9197;4914;4655;
618;9861;4548;4691;
619;9870;4671;3003;
620;9377;8935;4517;
622;9685;8063;5240;
628;9706;5413;3404;
630;9275;10352;2086;
635;9515;9618;4200;
643;9765;9309;5509;
644;9790;11303;3857;
646;9259;4042;2742;
647;9673;5035;425;
650;9407;8632;4627;
654;9586;8162;4398;
656;9451;6112;5537;
658;9566;15180;1482;
659;9381;9996;2590;
660;9764;13282;2463;
662;9594;4650;2288;
664;9493;8021;4949;
668;9475;13479;2693;
671;9319;9529;4830;
684;9611;13390;3801;
689;9319;9491;4656;
694;9927;9223;5392;
703;9219;6174;2653;
707;9864;8726;4694;
708;9668;13476;2381;
710;9205;12217;3770;
711;9642;4876;3663;
712;9430;12492;3546;
713;9295;10620;4838;
719;9215;9746;4864;
722;9361;11909;3121;
726;9294;13190;2458;
727;9600;4873;1111;
741;9514;6127;1700;
744;9689;14315;4394;
745;9589;7952;5355;
746;9889;9823;4014;
747;9336;6420;2613;
749;9399;5658;5021;
761;9861;4415;4658;
766;9207;6007;1632;
770;9809;9823;4425;
781;9505;4066;4137;
782;9709;1115;3646;
790;9953;15066;2646;
799;9480;4228;4857;
806;9466;12633;3502;
811;9657;9972;3529;
814;9657;9977;3749;
816;9600;4920;1228;
818;9777;8671;2629;
821;9780;4821;407;
823;9573;6490;307;
824;9359;5456;409;
825;9384;5275;842;
831;9873;9773;4227;
832;9948;8160;5254;
833;9829;4584;4291;
842;9461;8810;4502;
844;9456;5908;2835;
847;9759;9799;4672;
849;9535;15886;1914;
851;9910;4853;3728;
854;9297;9590;1397;
857;9519;13454;1206;
860;9910;4991;3667;
867;9817;8914;4665;
874;9278;4752;3214;
878;9664;4439;4709;
879;9860;7518;5764;
888;9349;5489;1012;
892;9456;6020;2740;
895;9953;15085;2546;
897;9259;4033;2762;
902;9321;13572;2986;
908;9635;8153;5020;
910;9384;5203;742;
914;9422;4331;3492;
916;9481;4913;3230;
922;9546;9354;4635;
937;9891;13715;4238;
938;9211;9158;5304;
940;9804;5392;3515;
941;9554;4540;4010;
944;9501;13856;3051;
945;9369;8805;1820;
951;9703;4340;4928;
962;9470;8012;3015;
963;9480;4196;4804;
965;9543;11398;3723;
967;9699;2381;5139;
973;9266;12676;2951;
980;9841;14476;1219;
983;9271;13036;2458;
985;9546;9227;4543;
989;9342;12959;3240;
990;9473;5791;1273;
991;9300;8141;4877;
992;9925;4620;3737;
994;9841;14455;1273;
998;9613;13542;3041;
1006;9907;4376;3311;
1015;9216;9466;4416;
1016;9216;9434;4503;
1025;9700;9035;5648;
1032;9430;12522;3507;
1035;9861;4601;4719;
1038;9685;8031;5199;
1043;9759;9900;4641;
1052;9543;11437;3724;
1058;9480;4220;4816;
1066;9655;10210;2007;
1067;9307;1383;1971;
1074;9871;9255;4237;
1075;9501;13773;3129;
1077;9386;15074;1685;
1081;9543;11476;3769;
1084;9322;14135;4268;
1086;9207;6015;1641;
1087;9685;7910;5199;
1090;9878;7877;4318;
1099;9448;5268;3273;
1100;9707;8631;2800;
1101;9685;8053;5222;
1104;9940;9122;4562;
1106;9621;13109;2951;
1110;9685;8004;5182;
1111;9487;5581;1150;
1113;9724;4811;469;
1115;9685;7930;5243;
1119;9403;4444;3807;
1120;9452;7859;5382;
1127;9319;9595;4641;
1132;9466;12569;3532;
1133;9891;13686;4280;
1138;9787;4831;894;
1143;9249;14563;2406;
1144;9371;4672;3074;
1145;9460;3761;3968;
1148;9408;11822;3277;
1151;9275;10409;2162;
1155;9375;13051;3560;
1157;9337;12739;3381;
1164;9919;12707;3125;
1165;9890;13964;2601;
1169;9803;13737;4590;
1172;9633;8760;2479;
1178;9460;3860;4099;
1185;9490;13993;4579;
1189;9293;15989;760;
1192;9258;13559;2853;
1201;9803;13621;4578;
1217;9790;11360;3810;
1219;9766;4238;3333;
1221;9348;4306;3223;
1226;9384;5233;855;
1227;9240;16128;998;
1228;9854;12770;2708;
1230;9878;7969;4434;
1235;9564;13201;2706;
1236;9952;4641;3601;
1242;9633;8796;2401;
1245;9729;4863;3290;
1246;9360;4076;3699;
1248;9541;5781;3017;
1251;9724;4768;554;
1253;9446;10501;3900;
1254;9205;12264;3779;
1259;9677;13671;4157;
1262;9665;14079;4462;
1269;9295;10415;4520;
1270;9736;3469;3628;
1275;9597;3170;3848;
1276;9817;8852;4694;
1277;9225;2971;4227;
1278;9842;9964;4640;
1288;9543;11472;3745;
1289;9266;12710;2929;
1302;9936;14689;1020;
1306;9476;4989;1939;
1310;9655;10027;2061;
1315;9200;13628;3958;
1316;9295;10419;4549;
1317;9328;1810;2371;
1320;9476;4969;1954;
1321;9746;9465;4640;
1325;9552;9687;4415;
1337;9292;10116;3572;
1338;9793;4742;3682;
1343;9514;6289;1756;
1354;9598;4528;4802;
1355;9891;13690;4442;
1364;9724;4796;496;
1365;9835;9027;1295;
1371;9861;4408;4696;
1383;9213;8942;5869;
1393;9944;8828;4640;
1397;9880;12905;2732;
1405;9420;8109;5305;
1408;9809;9828;4342;
1412;9910;4901;3671;
1415;9225;3018;4210;
1416;9826;12630;2816;
1419;9584;15058;1208;
1423;9494;3740;3870;
1426;9681;6383;1937;
1427;9893;13615;3246;
1429;9645;11170;3929;
1437;9466;12638;3529;
1446;9349;5507;1015;
1447;9917;2506;5004;
1448;9670;8629;5292;
1449;9552;9518;4444;
1450;9928;13217;3634;
1455;9898;5412;5314;
1456;9390;6899;4527;
1464;9790;11352;3764;
1465;9463;9605;5507;
1467;9556;8659;4446;
1469;9521;8970;4559;
1473;9263;5334;4812;
1474;9487;5536;1229;
1482;9295;10441;4588;
1486;9790;11365;3751;
1488;9336;6457;2582;
1490;9458;14025;2824;
1492;9718;4547;2644;
1501;9936;14760;1037;
1511;9953;14993;2497;
1522;9366;12413;3344;
1523;9337;12707;3204;
1524;9425;7755;5203;
1528;9728;8380;5127;
1536;9766;4158;3379;
1543;9950;4531;3816;
1544;9538;8667;4346;
1546;9546;9386;4554;
1553;9592;13929;3166;
1555;9576;3713;3515;
1559;9491;9706;4832;
1566;9448;5382;3323;
1570;9278;4699;3150;
1571;9718;4551;2625;
1576;9642;4899;3625;
1579;9369;8730;2019;
1585;9473;5891;1397;
1586;9466;12543;3504;
1588;9681;6377;1882;
1595;9486;8004;5126;
1603;9197;4842;4642;
1604;9862;8952;5429;
1608;9880;12926;2846;
1614;9491;9723;4875;
1617;9319;9556;4644;
1636;9485;13707;4065;
1639;9926;5005;3613;
1644;9797;15232;5016;
1646;9837;10268;2878;
1654;9408;11821;3259;
1657;9207;6042;1658;
1660;9728;8338;5109;
1664;9927;9292;5367;
1667;9795;8015;5063;
1668;9370;14735;4779;
1674;9576;3588;3567;
1684;9863;8807;5236;
1686;9670;8713;5313;
1687;9436;8117;3005;
1689;9546;9264;4605;
1692;9500;574;5203;
1694;9567;4707;3737;
1696;9635;8256;5052;
1700;9207;5979;1509;
1702;9654;11841;3368;
1708;9813;10905;3772;
1711;9436;8084;3000;
1720;9400;4682;4517;
1725;9651;12998;3193;
1733;9310;10183;1804;
1738;9310;10160;1769;
1740;9297;9614;1434;
1741;9558;3891;3598;
1743;9456;5912;2777;
1748;9375;13139;3625;
1749;9431;5708;3043;
1750;9519;13460;1295;
1762;9561;10191;3261;
1773;9202;4681;5414;
1775;9889;9688;4076;
1776;9798;13115;3759;
1777;9842;10097;4697;
1782;9897;2311;5207;
1787;9250;9698;1621;
1790;9715;2582;4963;
1797;9291;9389;1237;
1803;9809;9715;4418;
1805;9752;9030;4707;
1811;9842;10036;4641;
1826;9653;10468;2156;
1827;9780;5043;301;
1829;9723;14643;4814;
1830;9428;14583;4739;
1831;9212;14723;4711;
1835;9673;5072;503;
1836;9543;11512;3602;
1838;9725;9889;3922;
1839;9342;12837;3056;
1844;9219;6180;2642;
1848;9487;5550;1217;
1849;9319;9502;4809;
1850;9940;9208;4519;
1851;9649;9326;4491;
1852;9354;8034;4444;
1858;9694;13130;3483;
1860;9381;10131;2768;
1861;9381;10117;2750;
1868;9891;13637;4394;
1872;9755;10395;4134;
1875;9846;13752;4561;
1877;9940;9204;4510;
1883;9873;9642;4192;
1884;9649;9219;4448;
1885;9250;9686;1559;
1896;9927;9303;5389;
1900;9936;14719;1010;
1904;9835;9032;1239;
1905;9708;8858;4448;
1908;9297;9448;1263;
1911;9548;7430;3364;
1912;9851;8441;3024;
1918;9489;13662;3816;
1922;9627;14423;4369;
1924;9699;2483;5071;
1933;9862;8941;5374;
1935;9863;8867;5330;
1936;9437;12454;3096;
1940;9597;3357;3825;
1942;9319;9492;4755;
1947;9930;8595;5262;
1948;9926;4955;3602;
1949;9626;14695;2388;
1967;9927;9299;5432;
1971;9780;4884;351;
1974;9200;13678;3879;
1981;9481;4924;3247;
1983;9493;8099;4928;
1988;9627;14423;4359;
1990;9487;5554;1187;
1991;9693;10444;3446;
1992;9253;5032;4779;
1994;9408;11818;3295;
1998;9219;6163;2630;
2006;9336;6351;2644;
2007;9421;15254;2490;
2012;9765;9287;5471;
2016;9295;10391;4683;
2018;9809;9842;4446;
2022;9831;10781;3871;
2025;9587;14524;4499;
2028;9880;12820;2859;
2031;9336;6429;2606;
2035;9603;5019;4966;
2041;9779;10041;2097;
2045;9599;13816;1979;
2047;9250;9744;1638;
2050;9826;12687;2854;
2051;9752;9078;4679;
2054;9200;13683;4036;
2059;9561;10245;3368;
2060;9318;8753;4846;
2062;9950;4502;3820;
2069;9456;5878;2887;
2071;9567;4643;3783;
2072;9209;13936;2384;
2073;9703;4111;4903;
2074;9779;10032;2285;
2079;9546;9247;4541;
2080;9292;9997;3471;
2089;9434;7526;3259;
2113;9610;2945;4055;
2114;9487;5585;1126;
2121;9834;9166;5368;
2124;9624;13349;3795;
2133;9677;13720;4118;
2136;9354;8113;4372;
2141;9594;4660;2263;
2148;9457;15390;3086;
2153;9451;5935;5607;
2159;9545;13749;2569;
2162;9316;7753;3025;
2165;9940;9128;4508;
2167;9940;9185;4449;
2169;9696;9774;5711;
2171;9558;3932;3606;
2173;9561;10395;3413;
2178;9219;6254;2649;
2179;9456;5884;2869;
2183;9205;12138;3709;
2184;9954;342;2146;
2195;9867;8866;1638;
2197;9491;9723;4800;
2203;9269;13724;3490;
2205;9295;10588;4721;
2209;9936;14806;1035;
2214;9780;4902;311;
2217;9473;5871;1358;
2221;9803;13666;4481;
2225;9942;8791;4510;
2227;9802;2024;5388;
2229;9500;870;5310;
2236;9741;4513;2702;
2245;9420;8103;5384;
2246;9546;9257;4525;
2254;9847;13952;4287;
2258;9871;9354;4207;
2262;9203;7436;4064;
2264;9266;12764;2872;
2267;9279;14491;2488;
2273;9431;5613;3044;
2276;9954;458;1908;
2280;9515;9591;4194;
2287;9741;4532;2751;
2289;9823;10714;2562;
2296;9456;5941;2706;
2307;9546;9311;4623;
2309;9354;8032;4375;
2315;9354;8077;4451;
2317;9795;8080;5078;
2323;9217;9848;5575;
2325;9558;3840;3624;
2332;9207;6083;1683;
2336;9790;11331;3820;
2338;9491;9539;4853;
2340;9262;10707;3567;
2347;9446;10491;3958;
2350;9867;8940;1473;
2352;9586;8182;4402;
2355;9729;4875;3299;
2362;9545;13820;2390;
2363;9405;4759;4550;
2365;9699;2442;5070;
2366;9746;9446;4639;
2370;9741;4550;2780;
2376;9655;10206;1918;
2380;9911;4154;3513;
2381;9561;10343;3396;
2386;9706;5414;3439;
2387;9855;14163;2425;
2389;9456;5934;2769;
2390;9487;5610;1102;
2392;9462;14075;4339;
2396;9864;8671;4736;
2400;9880;12870;2860;
2405;9765;9527;5502;
2424;9505;4084;4133;
2425;9598;4449;4874;
2426;9817;8831;4712;
2428;9598;4532;4847;
2430;9677;13750;4140;
2433;9941;14563;4587;
2434;9573;6530;294;
2436;9718;4550;2667;
2437;9467;14309;4306;
2438;9624;13344;3794;
2439;9487;5521;1222;
2449;9768;8129;4772;
2455;9755;10544;4041;
2460;9342;12864;3032;
2468;9318;8813;4829;
2469;9252;4393;4823;
2477;9240;16089;1149;
2489;9733;8370;4755;
2490;9942;8768;4507;
2496;9911;4188;3491;
2498;9566;15119;1647;
2504;9233;7368;5761;
2515;9283;4492;4129;
2516;9224;14195;4746;
2520;9746;9487;4642;
2521;9927;9228;5427;
2522;9863;8869;5280;
2527;9703;4087;4948;
2533;9348;4293;3276;
2534;9747;9201;5650;
2537;9475;13505;2724;
2540;9718;4533;2614;
2552;9375;13170;3607;
2554;9515;9536;4181;
2556;9780;4824;446;
2558;9243;9799;1689;
2565;9546;9386;4621;
2574;9475;13537;2778;
2577;9768;8102;4745;
2578;9798;13151;3662;
2585;9558;3788;3693;
2586;9928;13188;3613;
2594;9715;2559;5026;
2596;9491;9722;4812;
2601;9476;4996;1890;
2605;9300;8144;4808;
2606;9898;5388;5339;
2607;9841;14547;1131;
2613;9657;10058;3659;
2621;9476;5003;1806;
2624;9407;8589;4688;
2627;9473;5875;1393;
2629;9861;4543;4721;
2630;9471;13681;2373;
2632;9477;13724;3859;
2635;9911;4151;3492;
2636;9862;8949;5398;
2637;9827;8525;5415;
2644;9826;12634;2902;
2653;9742;7418;4261;
2654;9846;13819;4588;
2657;9685;7925;5242;
2658;9768;8026;4752;
2662;9898;5555;5239;
2665;9862;8965;5444;
2673;9883;8587;5648;
2674;9795;8112;5021;
2675;9950;4557;3810;
2676;9456;5923;2763;
2678;9798;13157;3758;
2680;9787;4818;726;
2683;9577;12847;2598;
2684;9477;13703;3809;
2691;9803;13749;4602;
2695;9576;3676;3533;
2700;9685;8066;5199;
2713;9383;8248;5139;
2717;9798;13086;3745;
2718;9817;8916;4763;
2724;9752;8970;4640;
2728;9211;9065;5245;
2731;9281;7807;4286;
2734;9221;8036;5425;
2738;9594;4637;2309;
2741;9633;8748;2528;
2742;9867;8882;1565;
2745;9681;6356;1848;
2748;9275;10295;2052;
2749;9514;6224;1741;
2753;9240;16146;1065;
2754;9936;14929;947;
2756;9929;7111;3457;
2757;9493;7989;4975;
2775;9817;8898;4773;
2778;9685;7984;5318;
2779;9677;13713;4206;
2783;9480;4268;4802;
2787;9703;4165;4997;
2791;9456;5952;2766;
2801;9940;9149;4543;
2805;9715;2605;5004;
2820;9395;10453;2073;
2827;9381;10017;2641;
2831;9584;15147;1339;
2837;9250;9668;1487;
2850;9521;8948;4541;
2852;9462;14010;4365;
2859;9434;7508;3301;
2860;9651;13098;3263;
2868;9728;8366;5109;
2869;9854;12749;2746;
2878;9243;9769;1875;
2879;9430;12482;3519;
2886;9436;8038;3010;
2887;9910;4927;3669;
2893;9322;14144;4192;
2895;9466;12600;3573;
2897;9904;5408;3208;
2898;9883;8686;5660;
2901;9465;4568;4755;
2906;9755;10431;4019;
2907;9492;7930;2046;
2910;9514;6312;1766;
2913;9546;9227;4538;
2918;9903;9765;4812;
2920;9369;8852;1729;
2921;9360;4015;3607;
2922;9864;8664;4750;
2930;9842;10060;4731;
2937;9867;8869;1598;
2940;9318;8747;4813;
2946;9857;16307;1037;
2947;9610;3001;4058;
2949;9854;12787;2665;
2956;9878;7886;4328;
2962;9642;4867;3629;
2967;9809;9829;4387;
2970;9670;8631;5267;
2972;9543;11498;3750;
2977;9292;10120;3376;
2987;9926;4974;3613;
2989;9369;8728;1963;
2996;9250;9678;1598;
3001;9249;14619;2355;
3002;9262;10571;3518;
3007;9650;5265;280;
3014;9476;5001;1858;
3016;9322;14110;4265;
3020;9345;7419;3753;
3028;9465;4601;4770;
3034;9814;13214;2850;
3036;9485;13690;4048;
3045;9466;12596;3543;
3048;9708;8788;4481;
3051;9580;7750;4139;
3055;9670;8788;5307;
3063;9657;9923;3612;
3065;9546;9339;4589;
3066;9779;10029;2183;
3067;9466;12642;3466;
3070;9936;14809;911;
3075;9670;8657;5326;
3083;9718;4505;2588;
3086;9666;8569;4783;
3087;9874;8448;4446;
3088;9725;9810;3833;
3097;9618;9355;5977;
3101;9219;6330;2641;
3108;9918;1001;3746;
3124;9855;14357;2219;
3126;9787;4818;850;
3128;9841;14485;1205;
3136;9381;10000;2540;
3137;9216;9425;4392;
3138;9524;13867;2391;
3140;9293;16054;810;
3144;9275;10379;2128;
3153;9381;9980;2440;
3155;9817;8900;4680;
3161;9768;8120;4750;
3165;9515;9610;4188;
3170;9940;9175;4461;
3176;9538;8692;4372;
3184;9473;5842;1356;
3185;9336;6465;2574;
3186;9280;8512;4756;
3188;9910;4917;3769;
3190;9889;9783;4076;
3193;9370;14677;4900;
3194;9316;7694;3071;
3195;9766;4251;3316;
3202;9371;4673;3028;
3211;9809;9737;4374;
3214;9558;3799;3679;
3222;9677;13725;4178;
3223;9384;5253;915;
3228;9403;4413;3799;
3229;9375;13082;3529;
3240;9371;4635;3116;
3242;9764;13424;2389;
3243;9485;13719;4097;
3259;9841;14509;1157;
3260;9487;5775;1253;
3264;9514;6338;1826;
3267;9359;5452;417;
3268;9543;11482;3789;
3269;9493;8105;4926;
3271;9543;11513;3636;
3272;9319;9494;4788;
3275;9925;4693;3680;
3277;9930;8599;5249;
3278;9878;7908;4366;
3284;9207;5977;1552;
3287;9685;8046;5198;
3290;9880;12858;2869;
3291;9618;9185;5953;
3297;9561;10219;3360;
3304;9266;12748;2889;
3320;9524;13876;2363;
3327;9300;8168;4819;
3328;9650;5085;272;
3330;9851;8395;3063;
3331;9635;8210;5026;
3332;9803;13598;4556;
3336;9546;9417;4555;
3338;9803;13696;4490;
3339;9543;11525;3556;
3343;9403;4484;3784;
3346;9854;12737;2759;
3355;9405;4754;4578;
3361;9617;14912;1049;
3366;9486;8076;5124;
3369;9371;4627;3131;
3371;9880;12901;2900;
3374;9725;9985;3771;
3377;9795;8070;4981;
3379;9514;6253;1732;
3382;9279;14274;2618;
3384;9342;12875;3309;
3387;9627;14440;4358;
3394;9927;9275;5447;
3401;9338;4680;2240;
3403;9656;8445;5553;
3405;9463;9580;5532;
3406;9803;13634;4591;
3415;9944;8820;4650;
3417;9200;13637;3970;
3418;9594;4629;2331;
3419;9369;8841;1769;
3428;9456;5865;2753;
3429;9371;4658;3090;
3435;9768;8065;4749;
3436;9825;4832;687;
3437;9444;13899;2081;
3438;9633;8782;2435;
3442;9521;8970;4617;
3444;9715;2559;4976;
3449;9863;8826;5226;
3452;9644;5076;4800;
3458;9546;9301;4637;
3463;9225;2968;4182;
3464;9793;4694;3593;
3466;9861;4394;4669;
3471;9613;13516;3078;
3475;9655;9976;2013;
3482;9567;4675;3750;
3485;9736;3436;3646;
3486;9275;10306;2050;
3492;9250;9677;1523;
3494;9926;4901;3603;
3500;9821;13122;3277;
3510;9847;13961;4412;
3516;9558;3807;3655;
3520;9383;8211;5176;
3522;9649;9276;4496;
3524;9461;8825;4503;
3535;9817;8917;4658;
3536;9538;8672;4432;
3544;9705;14801;4754;
3553;9383;8230;5183;
3554;9414;8547;4450;
3560;9501;13893;3052;
3564;9434;7507;3283;
3566;9209;13940;2421;
3568;9682;13240;3672;
3570;9207;5957;1467;
3573;9220;15519;2369;
3576;9473;5885;1373;
3579;9384;5338;909;
3586;9493;8081;4931;
3592;9521;9032;4598;
3594;9318;8887;4794;
3599;9733;8330;4718;
3600;9538;8666;4419;
3605;9461;8881;4602;
3607;9252;4456;4848;
3608;9490;14080;4629;
3617;9635;8258;5054;
3627;9375;13072;3539;
3628;9841;14436;1136;
3630;9514;6321;1796;
3634;9624;13349;3818;
3637;9787;4808;688;
3648;9770;14179;4286;
3656;9486;7847;5145;
3658;9238;9189;5527;
3664;9717;7822;4462;
3665;9910;4960;3679;
3666;9903;9784;4815;
3669;9546;9301;4508;
3671;9252;4369;4842;
3673;9211;9118;5260;
3675;9550;14399;5303;
3676;9715;2618;4980;
3679;9295;10396;4862;
3690;9884;9034;5481;
3695;9318;8876;4777;
3697;9809;9833;4348;
3702;9891;13632;4347;
3705;9816;3400;3707;
3710;9735;9178;4271;
3722;9561;10265;3382;
3723;9216;9432;4450;
3733;9224;14171;4727;
3740;9759;9882;4646;
3747;9759;9783;4684;
3768;9610;3011;4003;
3772;9685;8053;5273;
3784;9602;4352;3783;
3785;9950;4621;3783;
3786;9560;3104;3982;
3787;9360;4066;3662;
3795;9674;16071;892;
3796;9543;11503;3698;
3799;9533;10373;2981;
3810;9572;8579;5346;
3821;9283;4516;4067;
3822;9903;9750;4800;
3831;9215;9916;4855;
3832;9491;9726;4860;
3836;9319;9466;4741;
3848;9463;9625;5500;
3850;9446;10482;3934;
3862;9239;14784;3391;
3863;9657;10036;3686;
3865;9371;4646;3149;
3868;9780;4983;376;
3869;9866;14095;2132;
3872;9832;4938;1316;
3874;9473;5853;1379;
3879;9576;3627;3551;
3880;9400;4677;4518;
3881;9500;1050;5458;
3883;9696;9923;5682;
3887;9670;8679;5243;
3896;9747;9296;5771;
3903;9940;9180;4452;
3904;9765;9438;5530;
3910;9670;8765;5247;
3925;9546;9420;4570;
3927;9252;4341;4852;
3937;9278;4724;3188;
3938;9704;13826;3144;
3939;9651;13023;3208;
3945;9326;14146;2763;
3950;9920;13733;3883;
3953;9521;9092;4577;
3959;9216;9410;4489;
3972;9864;8665;4723;
3981;9319;9473;4665;
3985;9257;7878;5596;
3989;9221;8050;5456;
3990;9635;8206;5086;
3993;9806;4443;4040;
4000;9874;8273;4436;
4002;9295;10432;4639;
4004;9400;4701;4468;
4005;9515;9544;4186;
4010;9954;5;2011;
4012;9515;9589;4201;
4020;9779;10038;2141;
4022;9747;9324;5726;
4024;9576;3659;3535;
4031;9372;8450;5180;
4038;9831;10856;3847;
4043;9318;8814;4745;
4048;9334;8675;5490;
4051;9552;9588;4452;
4053;9817;8987;4733;
4054;9728;8364;5114;
4056;9405;4818;4625;
4058;9465;4722;4754;
4059;9217;9784;5633;
4061;9903;9849;4833;
4065;9546;9231;4556;
4068;9546;9240;4565;
4069;9372;8421;5170;
4073;9342;12975;3224;
4075;9219;6273;2645;
4077;9434;7550;3237;
4078;9936;14748;957;
4084;9817;8840;4703;
4086;9476;5000;1872;
4088;9383;8193;5180;
4090;9283;4510;4093;
4091;9844;3111;3893;
4092;9489;13661;3852;
4097;9209;14091;2416;
4101;9930;8604;5235;
4110;9558;3857;3624;
4116;9746;9508;4609;
4118;9768;8047;4746;
4120;9495;5520;5100;
4126;9603;4961;4904;
4128;9644;5196;4834;
4130;9685;7901;5226;
4137;9842;10086;4708;
4139;9386;15005;1748;
4140;9297;9531;1332;
4141;9673;5117;316;
4146;9309;9909;637;
4147;9825;4834;812;
4148;9384;5231;805;
4149;9499;16184;1085;
4152;9795;8014;4987;
4153;9499;16234;1048;
4154;9576;3643;3545;
4157;9936;14830;1013;
4160;9940;9194;4459;
4161;9505;4093;4110;
4162;9550;14496;5210;
4170;9765;9496;5536;
4178;9586;8218;4623;
4190;9225;3061;4143;
4191;9842;10096;4682;
4193;9666;8578;4791;
4198;9649;9241;4480;
4199;9725;9880;3745;
4200;9538;8664;4305;
4203;9699;2443;5087;
4211;9874;8232;4428;
4219;9243;9795;1789;
4222;9795;8121;4986;
4223;9491;9685;4874;
4224;9292;10135;3489;
4234;9948;8124;5280;
4242;9752;9063;4688;
4243;9414;8581;4585;
4246;9501;13902;3089;
4247;9553;8469;5457;
4252;9589;7888;5285;
4254;9878;7886;4462;
4256;9521;9018;4587;
4270;9491;9689;4839;
4272;9319;9578;4645;
4278;9795;8036;5078;
4280;9248;5728;4951;
4289;9292;10187;3354;
4292;9745;5051;3613;
4294;9342;12873;3025;
4297;9219;6197;2657;
4305;9884;8973;5563;
4311;9889;9682;4126;
4316;9459;6185;5500;
4324;9372;8527;5202;
4325;9480;4235;4669;
4331;9446;10525;3881;
4332;9874;8344;4446;
4334;9891;13669;4423;
4336;9586;8193;4404;
4337;9280;8528;4764;
4340;9863;8788;5243;
4341;9461;8910;4583;
4342;9861;4577;4725;
4345;9515;9477;4187;
4352;9655;10195;1967;
4356;9624;13346;3810;
4358;9929;7151;3509;
4360;9781;14376;2135;
4366;9584;15107;1287;
4369;9873;9675;4186;
4371;9360;4075;3681;
4374;9546;9220;4608;
4376;9696;9847;5685;
4385;9334;8579;5427;
4388;9717;7793;4486;
4401;9433;7168;5758;
4405;9670;8725;5237;
4409;9765;9484;5489;
